Review,Date,Rate,cleaned_text
Very easy streamlined process. The agent was friendly and knowledgeable. It was easy without stress.,26 octobre 2023,5,easy streamlined process agent friendly knowledgeable easy without stress
"I get kind of weary about giving my info out to websites and trusting them with information. I didn't want to get scammed. This did not happen to me at all, though! Carlos, the representative I was working with, got back to me very quickly and answered all my questions over a real phone conversation which was simple and fast. It was super easy to sell my car because this company basically does all of the work and I got paid for the car with a check from a local company that came to tow my car. Awesome!!",27 octobre 2023,5,get kind weary giving info website trusting information want get scammed happen though carlos representative working got back quickly answered question real phone conversation simple fast super easy sell car company basically work got paid car check local company came tow car awesome
I try 3 web sites and Peddle never show up after a call from corporate and a promise I made another appointment. and again no show . Tried Wheely change $ that was offeredTHIS WAS THE FIRST ONE THAT DID WHAT THEY ADVERTISED,25 octobre 2023,5,try 3 web site peddle never show call corporate promise made another appointment show tried wheely change offeredthis first one advertised
Easy to set up. Prompt pickup and payment,25 octobre 2023,5,easy set prompt pickup payment
Everything you guys do is great good customer service good tow truck driver all was good thank you,27 octobre 2023,5,everything guy great good customer service good tow truck driver good thank
Very smooth transfer of vehicle.  Employees were very friendly and knowledgeable.  Edison followed up and stayed on top things. The driver that picked up the vehicle was very punctual and courteous.,18 octobre 2023,5,smooth transfer vehicle employee friendly knowledgeable edison followed stayed top thing driver picked vehicle punctual courteous
"Selling my car with CarBrain was easy and very quick. Our representative, Kevin, was very professional and quick to respond to any questions or concerns. Pick up was smooth and friendly.  The whole experience was better than I could have expected. Thank you!",19 octobre 2023,5,selling car carbrain easy quick representative kevin professional quick respond question concern pick smooth friendly whole experience better could expected thank
"The service was prompt, and very friendly. They were on time with the scheduled pick-up and relieved me of the burdon of the vehicle in my yard.",26 octobre 2023,5,service prompt friendly time scheduled pick relieved burdon vehicle yard
"Victor made contact with me after my quote and he remained my transaction contact person.  He worked with me when I discovered I did not have my title.  I was able to text him and got timely responses, didn't have to wait for someone to return my email, like another online car place. I was very happy with the process.  Victor was responsive and professional.",26 octobre 2023,5,victor made contact quote remained transaction contact person worked discovered title able text got timely response wait someone return email like another online car place happy process victor responsive professional
I received a response quickly. I was given an option for an estimate on 2 vehicles. Appointment for pic up was very fast. Excellent tow service agent . Documents were exchanged and payment was immediately received.,26 octobre 2023,5,received response quickly given option estimate 2 vehicle appointment pic fast excellent tow service agent document exchanged payment immediately received
Schedule was accurate as promised.Price was higher than I expected.The staff was helpful and proactive.Tow truck driver was respectful and helpful.,26 octobre 2023,5,schedule accurate promised price higher expected staff helpful proactive tow truck driver respectful helpful
"I was very skeptical about the whole process but carbrain.com did exactly what they said they would do. They gave me a fair price for my car. They scheduled the tow truck to pick it up. The tow truck came with a check. They took the keys, the title and the car and left. Easy peazy. No hassles no BS.",25 octobre 2023,5,skeptical whole process carbrain com exactly said would gave fair price car scheduled tow truck pick tow truck came check took key title car left easy peazy hassle b
"Great customer service! Super quick, helpful and honest. They gave me a great price for our scrap car (better than anything local) and got it within a week! They partner with multiple companies across the US to get you the best price! Our local shop offered us almost $200 less than what we got, so honestly couldn’t be happier with the results. Where we are, the company that picked up the car was Arise Auto Center Junk Cars. Their employees were very kind, professional and quick with the exchange!",25 octobre 2023,5,great customer service super quick helpful honest gave great price scrap car better anything local got within week partner multiple company across u get best price local shop offered u almost 200 le got honestly happier result company picked car arise auto center junk car employee kind professional quick exchange
Carbrain made Junking my old car practically effortless. Gianna was very nice to work with.,14 octobre 2023,5,carbrain made junking old car practically effortless gianna nice work
"Easy, fast and on time. Payed as promised.",24 octobre 2023,5,easy fast time payed promised
"Edvin was great!  Very quick responses , most helpful?",24 octobre 2023,5,edvin great quick response helpful
"Edvin and the other people from Carbrain were great and from their end, everything was smooth and easy. A and A Towing was another story. The original pick-up was to be Saturday, 10.21.2023 between 2:00 and 2:30. At 2:45, I received a call from them telling me they had a flat tire and needed to reschedule for Monday, same time. At 2:50 on Monday, I called A and A to find out if they were still coming. The agent was not at all helpful. She flippantly told me that they had truck problems and the tow truck would arrive in ½ hour. I asked if they would let me know if there were going to be any further delays, and she said sure and hung. Tow driver was great; the experience with him was easy and quick. You might want to think about using a different tow company.",24 octobre 2023,4,edvin people carbrain great end everything smooth easy towing another story original pick saturday 10 21 2023 2 00 2 30 2 45 received call telling flat tire needed reschedule monday time 2 50 monday called find still coming agent helpful flippantly told truck problem tow truck would arrive hour asked would let know going delay said sure hung tow driver great experience easy quick might want think using different tow company
I got a good price for my truck. The rep I worked with was great. I got quick responses and was able to do nearly all by text. I stumbled on the service while searching online and couldn’t be happier with the outcome. Highly recommended.,16 octobre 2023,5,got good price truck rep worked great got quick response able nearly text stumbled service searching online happier outcome highly recommended
The process is super easy and they keep me update all the time if my car was picked up already or I got paid already.Definitely I'll use CarBrain again.Thanks.,21 octobre 2023,5,process super easy keep update time car picked already got paid already definitely use carbrain thanks
"The experience I had was excellent the process of dealing with this company car brain was so easy from filling out the forms to finally having the car picked up. The process was fast easy to understand and hassle free the customer service representative Eddison It was very helpful and explained everything and followed up, which made it even nicer.",21 octobre 2023,5,experience excellent process dealing company car brain easy filling form finally car picked process fast easy understand hassle free customer service representative eddison helpful explained everything followed made even nicer
"Eddisson was my service agent and was on top of it all!  Awesome experience, no hassle, they did what they said they would do and it was smooth.",19 octobre 2023,5,eddisson service agent top awesome experience hassle said would smooth
Very good experience for me.  Started on line and finished with personal phone calls.The tow truck driver knew my area  and actuallymet me a day ahead of schedule.And Paid me !!  Good deal all around.,12 octobre 2023,5,good experience started line finished personal phone call tow truck driver knew area actuallymet day ahead schedule paid good deal around
Fast and easy every one was a pleasure to work with.,12 octobre 2023,5,fast easy every one pleasure work
It was so easy to make the appointment online. They confirmed and picked up exactly when they said they would. They gave me cash for the vehicle. It was the easiest transaction ever. I would definitely recommend Carbrain to anyone.,19 octobre 2023,5,easy make appointment online confirmed picked exactly said would gave cash vehicle easiest transaction ever would definitely recommend carbrain anyone
The driver got the job done nice and friendly,19 octobre 2023,5,driver got job done nice friendly
Guess I wanted to know how they came to the price they offered.  They did respond in a timely manner to all inquiries.,13 octobre 2023,5,guess wanted know came price offered respond timely manner inquiry
Corresponding with you to get the best price for you. Letting you know how things are going w/ quick and efficient responses. They made things very simple for me. THAT YOU ALL SO MUCH.,19 octobre 2023,3,corresponding get best price letting know thing going quick efficient response made thing simple much
Your app is very easy to navigate and very prompt service. Will definitely recommend and use your service again! Thank you.,19 octobre 2023,5,app easy navigate prompt service definitely recommend use service thank
"CarBrain offered the highest amount for my 29 year old, non running car. It was hard to let my car go, since I had put a lot of love, and money into it over 25 years. They even offered to help me sell it for more on their own platform. In the end, they offered more than the 7-10 other companies that I tried to get offers from. They also provided the free towing service for my car, and it was parked on the side of the driveway. The only reason that I cannot give a 5 Star rating, is because I had a lot of difficulty understanding some of the phone operators. Some of them had very strong accents, and seemed like they were in different countries. That was less than favorable. Otherwise, I appreciated getting my check when my car was picked up, and it clearing my bank when I went.",19 octobre 2023,5,carbrain offered highest amount 29 year old non running car hard let car go since put lot love money 25 year even offered help sell platform end offered 7 10 company tried get offer also provided free towing service car parked side driveway reason give 5 star rating lot difficulty understanding phone operator strong accent seemed like different country le favorable otherwise appreciated getting check car picked clearing bank went
Simple and easy process. Edison kept tabs to make sure everything was good,22 septembre 2023,4,simple easy process edison kept tab make sure everything good
"The people I spoke with were very professional, and everything happened in a timely manner.",18 octobre 2023,5,people spoke professional everything happened timely manner
Great service from Gianna! Very polite and professional as well as prompt in returning your texts and emails!,18 octobre 2023,5,great service gianna polite professional well prompt returning text email
"Nice attention and professional, I recommend you for a great attention and honestly",18 octobre 2023,5,nice attention professional recommend great attention honestly
Everything happened so quickly.  They were great to work with.,10 octobre 2023,5,everything happened quickly great work
What to thank you folks for making this a good experience.  Your program was easy to understand and was quick and simple.  Effortless on my part and I received a fair price for my vehicle.  No hassle and everyone that I had contact with was professional and very accommodating.  Would definitely recommend your service to my friends and family.,17 octobre 2023,5,thank folk making good experience program easy understand quick simple effortless part received fair price vehicle hassle everyone contact professional accommodating would definitely recommend service friend family
It was very easy and I never felt pressured and everything went smoothly.,10 octobre 2023,5,easy never felt pressured everything went smoothly
"Considering the condition of my vehicle, I should’ve gotten more than $325",07 octobre 2023,3,considering condition vehicle gotten 325
Thank you Midie for making the sale of my vehicle so easy!  I will keep you in mind when I have another one!,17 octobre 2023,5,thank midie making sale vehicle easy keep mind another one
"We sold our car through CarBrain and found the experience easy.  Bill provided us with a firm quote for the car after we sent photos.  We were provided with a contact to schedule the pickup who had all the information from CarBrain.  The tow truck driver came that evening, was friendly, and gave us the check for the agreed-on price.",02 octobre 2023,5,sold car carbrain found experience easy bill provided u firm quote car sent photo provided contact schedule pickup information carbrain tow truck driver came evening friendly gave u check agreed price
"The process was very easy and well explained.  The tow truck showed up within the appointed timeframe.  Everyobe that we spoke with was very helpful, knowledgable, and friendly.",06 octobre 2023,5,process easy well explained tow truck showed within appointed timeframe everyobe spoke helpful knowledgable friendly
Carbrain gave me the best price for my ‘05 Lexus! Super fast and easy to use!,15 octobre 2023,5,carbrain gave best price 05 lexus super fast easy use
CarBrain made selling my vehicle very simple.  I shopped around and CarBrain was the highest paying.  I just gave them my vehicle information and they did all the work.  They came and gave me my check and picked up my vehicle.,14 octobre 2023,5,carbrain made selling vehicle simple shopped around carbrain highest paying gave vehicle information work came gave check picked vehicle
Prompt and professional service from the agent who procured the offer to the tow company who came out and picked the car up. Would recommend wholeheartedly!!!,12 octobre 2023,5,prompt professional service agent procured offer tow company came picked car would recommend wholeheartedly
Helpful and lots of communication…easy process,13 octobre 2023,5,helpful lot communication easy process
"Keidel was patient, courteous and  professional with me, as I was a little indecisive at first.  His follow-up correspondence was very respectful.   A+ service!",06 octobre 2023,5,keidel patient courteous professional little indecisive first follow correspondence respectful service
On time and payment ready,12 octobre 2023,5,time payment ready
Initial contact was prompt.  Person assigned was courteous and quick to respond to any questions.,12 octobre 2023,5,initial contact prompt person assigned courteous quick respond question
Very easy and stress free transaction. I highly recommend.,12 octobre 2023,5,easy stress free transaction highly recommend
"Sophia let me know how the process works and helped me out when I told her that I was ready to sell but had to leave town for several days. Eventhough my offer expired while I was gone, she facilitated picking up where we left off once I returned and I was able to schedule a pick up and transaction that accommodated my schedule.Sophia stayed in touch every step of the way.Thank you for your help!Peter",02 octobre 2023,5,sophia let know process work helped told ready sell leave town several day eventhough offer expired gone facilitated picking left returned able schedule pick transaction accommodated schedule sophia stayed touch every step way thank help peter
"Professional, very nice and careful about the surrounding property. Thanks a lot car brain!",11 octobre 2023,5,professional nice careful surrounding property thanks lot car brain
They were fast to work with. No hassles and corrected my mistakes in a timely manner. The trucking company took plenty of notes and dropped the check off exactly where I wanted. Paid more than i was asking too.,09 octobre 2023,5,fast work hassle corrected mistake timely manner trucking company took plenty note dropped check exactly wanted paid asking
My experience was flawless and took under 15 minutes to complete the entire transaction from start to finish. I’m highly impressed with the promptness of the service I received and would recommend this service to anyone looking for the most painless way to sell a vehicle at a fair price.,11 octobre 2023,5,experience flawless took 15 minute complete entire transaction start finish highly impressed promptness service received would recommend service anyone looking painless way sell vehicle fair price
Times scheduled to pick up vehicles were on point,11 octobre 2023,5,time scheduled pick vehicle point
They were very helpful and always contacting me and willing to help with the title.,11 octobre 2023,5,helpful always contacting willing help title
Quick and easy. Everyone was helpful,11 octobre 2023,5,quick easy everyone helpful
The entire process from start to finish was quick and painless. Will absolutely use them again!,03 octobre 2023,5,entire process start finish quick painless absolutely use
Fast and easy,10 octobre 2023,5,fast easy
"Easy to use, better offers than similar businesses. Partners that handle the towing respond in a timely manner.",10 octobre 2023,5,easy use better offer similar business partner handle towing respond timely manner
trust worthy.  straight forward,10 octobre 2023,5,trust worthy straight forward
"Seamless, and efficient.  From initial time of contact with Car Brain to Tow Company coming to pick up my vehicle I found the system they use to be both seamless and efficient.",09 octobre 2023,5,seamless efficient initial time contact car brain tow company coming pick vehicle found system use seamless efficient
"Leilani made the process for the pick up of my car go smoothly from start to finish,what a asset she is for Car brain!",23 septembre 2023,5,leilani made process pick car go smoothly start finish asset car brain
"Good experience.  I was a little leery because I never heard of CarBrain before, but was offered a higher price than the competition.  The pickup was easy.  I would use CarBrain again.",05 octobre 2023,5,good experience little leery never heard carbrain offered higher price competition pickup easy would use carbrain
Good experience,30 septembre 2023,5,good experience
I had a car that was almost 20 years old.  Similar sites offered a little more than half of what Carbrain offered.  They told me everything I needed to do step by step and scheduled the pick-up.  They brought me a check when they picked up the car.  Simple.,08 octobre 2023,5,car almost 20 year old similar site offered little half carbrain offered told everything needed step step scheduled pick brought check picked car simple
It was a quick clean deal and I had a check in hand in only a few days after contacting Kevin!,07 octobre 2023,5,quick clean deal check hand day contacting kevin
They we willing to do it even though i didn't have my title.,29 septembre 2023,5,willing even though title
"Was able to sell my old car for a great price and with great ease, highly recommended!",06 octobre 2023,5,able sell old car great price great ease highly recommended
Made me an offer I couldn't refuse picked it up at scheduled time. Professional driver knew exactly what to do. Payed me and off he went. Couldn't ask for a better experience.,05 octobre 2023,5,made offer refuse picked scheduled time professional driver knew exactly payed went ask better experience
Overall the experience was good. The driver ws on time and cordial.,27 septembre 2023,5,overall experience good driver w time cordial
Helpful and right to the point and very patient,27 septembre 2023,5,helpful right point patient
They salvage company didn't honor the price you quoted.  I was cheated out of $100,04 octobre 2023,5,salvage company honor price quoted cheated 100
It was an smooth and easy process.,27 septembre 2023,1,smooth easy process
Fast easy and efficient.  Top dollar too!.,03 octobre 2023,5,fast easy efficient top dollar
"Gianna was AMAZING she helped with everything that I needed. She answered all of my questions, and was there to assist until the very  end!",27 septembre 2023,5,gianna amazing helped everything needed answered question assist end
Helped with uploading documents,27 septembre 2023,5,helped uploading document
Easy to work with and worked with me to ensure I was going to be getting the price they offered. Would work with them again!,26 septembre 2023,5,easy work worked ensure going getting price offered would work
"Quick, easy and trusted.",26 septembre 2023,5,quick easy trusted
Went out of their way to make pick up on scheduled date with prompt payment.,13 septembre 2023,5,went way make pick scheduled date prompt payment
"I highly recommend CarBrain based on my exceptional experience today! The entire process was incredibly seamless and painless. I reached out for a quote late last night and received a prompt offer in response. Eddison, the associate buyer, was not only courteous but also very quick to address my inquiries.The technician representing Acres Auto Recycling, the third-party buyer, exhibited a high level of professionalism. After a brief inspection of the car, they immediately offered the quoted sale price in cash. Furthermore, I greatly appreciated their proactive communication, as they called ahead to notify me of their arrival time. The whole interaction with Acres Auto Recycling took less than 15 minutes!Remarkably, the entire transaction was completed in less than a day! I will most definitely be recommending CarBrain to my friends and family. Their efficiency and professionalism have left a lasting positive impression on me.",23 septembre 2023,5,highly recommend carbrain based exceptional experience today entire process incredibly seamless painless reached quote late last night received prompt offer response eddison associate buyer courteous also quick address inquiry technician representing acre auto recycling third party buyer exhibited high level professionalism brief inspection car immediately offered quoted sale price cash furthermore greatly appreciated proactive communication called ahead notify arrival time whole interaction acre auto recycling took le 15 minute remarkably entire transaction completed le day definitely recommending carbrain friend family efficiency professionalism left lasting positive impression
Great products. On time deliveryGreat service,03 octobre 2023,5,great product time deliverygreat service
"Car was picked up for free, received adequate money for the car",02 octobre 2023,5,car picked free received adequate money car
"From the first encounter on my initial phone call, my entire experience was truly perfect. The gentleman that picked up the vehicle was also great.  Everyone I dealt with was professional & courteous and very personable. I will recommend CarBrain to anyone. Your team makes it effortless.",07 septembre 2023,4,first encounter initial phone call entire experience truly perfect gentleman picked vehicle also great everyone dealt professional courteous personable recommend carbrain anyone team make effortless
"The driver came on time for the pick up and was courteous and friendly. Most importantly, he presented me with a check for the agreed upon amount and hauled the car away. The entire process took less than 15 minutes.",25 septembre 2023,5,driver came time pick courteous friendly importantly presented check agreed upon amount hauled car away entire process took le 15 minute
"Marlyn was very helpful and detailed with everything, even sent a highlight ed email on where to sign the title. I emailed her and said I forgot to take my plates off the car and she immediately had them fedexd to me.Thank you",29 septembre 2023,5,marlyn helpful detailed everything even sent highlight ed email sign title emailed said forgot take plate car immediately fedexd thank
Erica went above and beyond to make sure the transaction was completed and went smoothly.,28 septembre 2023,5,erica went beyond make sure transaction completed went smoothly
Received a higher price from CarBrain than similar services. Within minutes of accepting the offer Eddison called and immediately connected me to the scheduler. The appointment was made at my convenience. Everyone involved was nice to work with.,25 septembre 2023,5,received higher price carbrain similar service within minute accepting offer eddison called immediately connected scheduler appointment made convenience everyone involved nice work
He came on time. But he did not stick to the price negociated $500. He attempted to give me $400 after I refused he gave me $450.,29 septembre 2023,5,came time stick price negociated 500 attempted give 400 refused gave 450
"Super easy. Clear instructions, nothing complicated - did everything from my phone. Helped get rid of an old junker within days. Would definitely use again if I needed to.",28 septembre 2023,4,super easy clear instruction nothing complicated everything phone helped get rid old junker within day would definitely use needed
"Wow, this was so easy!  They did everything they promised exactly as stated.  Lots of communication opportunity if I had any questions.  And within a couple days my car was sold and picked up.  Very nice people at each transaction.  No fuss at all.  I am very happy with the entire process.",27 septembre 2023,5,wow easy everything promised exactly stated lot communication opportunity question within couple day car sold picked nice people transaction fuss happy entire process
CarBrain made getting rid of my junk car easy. Also they gave me more money than any other junk car service.,21 septembre 2023,5,carbrain made getting rid junk car easy also gave money junk car service
"This was my first time selling a car. Rep gave me the impression he stayed honest all the way through the process, and gave a smooth hand off at the end. Rep was very patient through the process.",28 septembre 2023,5,first time selling car rep gave impression stayed honest way process gave smooth hand end rep patient process
"Midie was great at communicating, the website was easy, and it offered me more than any other website I tried when selling my car.",26 septembre 2023,5,midie great communicating website easy offered website tried selling car
"Suppose you are wondering what to do with your old car. CarBrain in a No-Brainer. Extraordinarily responsive and pleasant to work with.  They did everything they said they would do, and it was all said and done within two days.",19 septembre 2023,5,suppose wondering old car carbrain brainer extraordinarily responsive pleasant work everything said would said done within two day
"I was so glad to find a company to by my vehicle that gave me more than the scrap yard.  Pretty major issue, the engine seized but the rest of the vehicle was in great condition.  Sophie Blanc was of great help.  The only two complaints I have were occasionally a delay in response and I had to call COPART 4 times to schedule a pickup, each time they said it was scheduled.  After that the process was a breeze.",26 juillet 2023,5,glad find company vehicle gave scrap yard pretty major issue engine seized rest vehicle great condition sophie blanc great help two complaint occasionally delay response call copart 4 time schedule pickup time said scheduled process breeze
"I had an offer from them for an older car for a few hundred dollars set to expire on the 26th. I contacted them on the 25th and accepted their offer, which a female agent verbally confirmed over the phone (this is called a ""contract""). We then moved to the next stage of the sale in which I sent in my title information, where to leave the check, etc. They told me to await a text message from their dispatcher for the exact pick-up time, and I did.Well, I never got the text message, so I e-mailed them the next day, and then the next, asking what was going on. Oops, they didn't want to pay the original amount anymore; they wanted to reduce it by 20%! Something something ""market value."" No, sorry, my car didn't lose 20% of its value in 24 hours, and also, you had an agreement with me, so stick with it.Bottom line: they didn't honor the offer they gave me and then lied to me when I confronted them about it. Don't waste your time with Carbrain.EDIT: They replied with, ""Please reach out to us at [email] and a manager will contact you as soon as possible and look into your file."" Yeah, right. The last thing I want to do is spend another minute of my time on this company.",27 septembre 2023,5,offer older car hundred dollar set expire 26th contacted 25th accepted offer female agent verbally confirmed phone called contract moved next stage sale sent title information leave check etc told await text message dispatcher exact pick time well never got text message e mailed next day next asking going oops want pay original amount anymore wanted reduce 20 something something market value sorry car lose 20 value 24 hour also agreement stick bottom line honor offer gave lied confronted waste time carbrain edit replied please reach u email manager contact soon possible look file yeah right last thing want spend another minute time company
It’s company policies and easily handled process that makes the website more easier to use and sell in just one click,27 septembre 2023,5,company policy easily handled process make website easier use sell one click
"I call around for the best price and helpful knowledge on how get rid of my beloved Ford truck, which I loved driving. With your help and guidance we got the job done. Thank you for all your help !!!",18 septembre 2023,4,call around best price helpful knowledge get rid beloved ford truck loved driving help guidance got job done thank help
"The communication was beyond my expectation. Tow truck driver was funny and very friendly. Overall, AMAZING!Thank you for your excellent customer service.",25 septembre 2023,1,communication beyond expectation tow truck driver funny friendly overall amazing thank excellent customer service
"Midie was great!  In fact everything was great until the day of the pick-up where they missed the four hour window that they scheduled.  It just seems like there's an opportunity for someone, somewhere to figure this problem out and do better.  Nobody cares about keeping their word or valuing people's time.  It happens all the time.  Everywhere.  Bad business.",27 septembre 2023,5,midie great fact everything great day pick missed four hour window scheduled seems like opportunity someone somewhere figure problem better nobody care keeping word valuing people time happens time everywhere bad business
Made it easy and fast to get rid of old unwanted car just taking up space.,24 septembre 2023,5,made easy fast get rid old unwanted car taking space
"Super easy to sell my car. I was in North Carolina, the car was in Virginia and they arranged everything.",12 septembre 2023,5,super easy sell car north carolina car virginia arranged everything
Thanks Edison for everything!!! You folks at carbrain made my experience easier then expected..keep up the great work I will definitely recommend this company to family and friends.stay blessed .,26 septembre 2023,5,thanks edison everything folk carbrain made experience easier expected keep great work definitely recommend company family friend stay blessed
it was so easy and they were reasonable & on time :),20 septembre 2023,5,easy reasonable time
"Eddison Estrada was able to guide to me what I needed to do and was honest about how the process would go. He also, answered all my concerns and questions I had. The transaction with the buyer went smooth and was able to do same day pick up after I had gotten a quote. Thank you for the assistance and the great customer service.",23 septembre 2023,5,eddison estrada able guide needed honest process would go also answered concern question transaction buyer went smooth able day pick gotten quote thank assistance great customer service
1 Word HorribleRun do not walk away from Carbrain.The first offer was ok not Great anegg dr fd then days later they changed it to a much lower offer. Be smart and try someone else and do not fall for there bait and switch offer.,29 août 2023,5,1 word horriblerun walk away carbrain first offer ok great anegg dr fd day later changed much lower offer smart try someone else fall bait switch offer
No BS just straight Business and only took a couple days,22 septembre 2023,5,b straight business took couple day
Great follow up after posting.  Good offer for a car with a blown engine.  Cash on the spot when pickup happened.  Would use again.,21 septembre 2023,5,great follow posting good offer car blown engine cash spot pickup happened would use
"They were always keeping me informed about the offers on my car, making sure everything was OK. Very courteous and respectful.",21 septembre 2023,5,always keeping informed offer car making sure everything ok courteous respectful
"The offers are immediate and tend to be fair than most. Also, they are will to pick up from home or business for free. They communicate clearly and often.",21 septembre 2023,5,offer immediate tend fair also pick home business free communicate clearly often
"I was blown away by the efficient process of Car Brain. My customer service rep(Eddison) did an amazing job answering my questions. It’s hard these days to be super impressed by customer service but Car Brain is definitely doing it right. And, I got the best price for my car compared to other sites. Thank you!",21 septembre 2023,5,blown away efficient process car brain customer service rep eddison amazing job answering question hard day super impressed customer service car brain definitely right got best price car compared site thank
Helped me sell my car fast and efficiently and easily,13 septembre 2023,5,helped sell car fast efficiently easily
Very simple and secure transaction.,20 septembre 2023,5,simple secure transaction
how easy it was to deal with,13 septembre 2023,5,easy deal
"I was very happy with this service, Elmer was very patient, and understanding. He assured me that they would pick up our Honda and told me when it would be picked up. They picked it up as he told me.After they took the Honda, Elmer called to see how everything went. He was caring!😊Q",13 septembre 2023,5,happy service elmer patient understanding assured would pick honda told would picked picked told took honda elmer called see everything went caring q
"I’ve sold 3 vehicles to Carbrain…. Their process is quick, easy, and super convenient.  The drivers were prompt, respectable, and made payment as promised.In an increasingly complicated world, convenience is all the more appreciated.I would recommend their services to anyone in need of quick cash for a vehicle they don’t..",12 septembre 2023,5,sold 3 vehicle carbrain process quick easy super convenient driver prompt respectable made payment promised increasingly complicated world convenience appreciated would recommend service anyone need quick cash vehicle
"I had a great experience using CarBrain to sell my used car. My representative helped me through the whole process. It was so easy. My car was towed for free within 2 days. I received a check at the time of pick up. Everyone I spoke to during the 2 day process was polite, professional and very friendly. I would recommend using Carbrain to sell your old, used car.",19 septembre 2023,5,great experience using carbrain sell used car representative helped whole process easy car towed free within 2 day received check time pick everyone spoke 2 day process polite professional friendly would recommend using carbrain sell old used car
"The process was very quick. Make the call, verify your title, and then they come and tow your vehicle and give you the check on the spot. It was a very painless process.",20 septembre 2023,5,process quick make call verify title come tow vehicle give check spot painless process
"Ask for Midie if you want a seamless transaction. True professional, follows up every step of the way.",18 septembre 2023,5,ask midie want seamless transaction true professional follows every step way
It was smooth and everyone involved was aplessure to work with.,10 septembre 2023,5,smooth everyone involved aplessure work
Thank you for everything it was fast and easy to sell my car.,19 septembre 2023,5,thank everything fast easy sell car
"everything went as planed made deal on price on the cars I had, and wrecker service called and said when they were coming to pick up cars, they were on time handed me the cash and simple as that I will use them again.",19 septembre 2023,5,everything went planed made deal price car wrecker service called said coming pick car time handed cash simple use
Carbrain would only offer me $125.00 for my 2003 chevy silverado 2500hd. They lowball their offers. Their 2 competitors offer $500.00.,18 septembre 2023,5,carbrain would offer 125 00 2003 chevy silverado 2500hd lowball offer 2 competitor offer 500 00
"Kept me informed , reminded me of details , notified meof pickup time , were on time , check in hand . I was suspicious at one time , not anymore !",17 septembre 2023,5,kept informed reminded detail notified meof pickup time time check hand suspicious one time anymore
The process was easy and they communicated with me through the whole process until my car was picked up and I had the check in my hand.,11 septembre 2023,5,process easy communicated whole process car picked check hand
Belkis was great to deal with.  Helpful and answered all questions,16 septembre 2023,1,belkis great deal helpful answered question
"Process, people, and overall performance of these great people was nothing less than amazing. A true blessing.",09 septembre 2023,5,process people overall performance great people nothing le amazing true blessing
"This company is all that they advertise on their website. As a first time seller, I was very apprehensive and nervous. However, I needn't have been, I was especially blessed having Eddison Estrada, as my sales associate contact, who could not have been more professional, helpful, and communicative. Even though I had in error signed the title on the wrong line, & wanted cash, the whole transaction was super easy thanks to Eddison's on-going assistance. As a result, I am recommending CarBrain to my friends and family for the best price & the best service!",07 septembre 2023,5,company advertise website first time seller apprehensive nervous however especially blessed eddison estrada sale associate contact could professional helpful communicative even though error signed title wrong line wanted cash whole transaction super easy thanks eddison going assistance result recommending carbrain friend family best price best service
Online questionnaire made it easy to sell my car and staff was friendly and knowledgeable about the process.,07 septembre 2023,5,online questionnaire made easy sell car staff friendly knowledgeable process
They didn't constantly call me like over cash for car places. They were very helpful and made sure my trade went with ease.,08 septembre 2023,5,constantly call like cash car place helpful made sure trade went ease
They offered the highest payment of all other companies in the area.,08 septembre 2023,5,offered highest payment company area
"really friendly, taken care of, and on time!",15 septembre 2023,5,really friendly taken care time
Painless transaction And Edison was very helpful,01 août 2023,5,painless transaction edison helpful
CarBrain made this an easy experience and I would highly recommend them to everyone.,15 septembre 2023,5,carbrain made easy experience would highly recommend everyone
No hassle-haggle transaction.,12 septembre 2023,5,hassle haggle transaction
Katie Jones was incredibly responsive and helpful.  She made the process of selling my truck so easy!,06 septembre 2023,5,katie jones incredibly responsive helpful made process selling truck easy
The agent I dealt with was very responsive and quick to get things taken care of.  Vehicle was removed very fast.,11 septembre 2023,5,agent dealt responsive quick get thing taken care vehicle removed fast
I got the best price for my car everything went smoothly and everybody was extremely helpful and honest,06 septembre 2023,5,got best price car everything went smoothly everybody extremely helpful honest
Katie was very helpful. She answered all questions I had and followed up a few days after the pickup to ask if everything went smoothly.,13 septembre 2023,5,katie helpful answered question followed day pickup ask everything went smoothly
"My experience with trust pilot was smooth and great, Eddison Estrada was in contact with me every step of the way.",13 septembre 2023,5,experience trust pilot smooth great eddison estrada contact every step way
"Seamless operation, fair pricing.",05 septembre 2023,5,seamless operation fair pricing
Straight forward and very diligent.  I have zero complaints.  I wish I had started with Car Brain instead of wasting weeks to sell messing with higher advertised companies.,06 septembre 2023,5,straight forward diligent zero complaint wish started car brain instead wasting week sell messing higher advertised company
It was so easy..a few bits of information about your vehicle and the process begins..it was a matter of days and my old vehicle was gone. The rep answered any questions I had..the removal was done on my schedule.,12 septembre 2023,5,easy bit information vehicle process begin matter day old vehicle gone rep answered question removal done schedule
